SubscriptionID,CustomerID,CustomerName,Email,Country,Plan,BillingCycle,SubscriptionStartDate,SubscriptionEndDate,Status,AutoRenew,PaymentMethod,DiscountPercent,AmountPaidUSD,SignupChannel,LastUpdated
SUB019597,C019597,Mason Thomas,masonthomas19597@hotmail.com,Australia,Basic,Yearly,16-04-2023,,Active,No,Bank Transfer,0,119.88,Web,26-06-2023
SUB003294,C003294,Ethan Moore,ethanmoore3294@company.com,Germany,Standard,Monthly,11-06-2025,,Active,No,UPI,0,19.99,Partner,23-07-2025
SUB007873,C007873,Isha Moore,ishamoore7873@hotmail.com,France,Basic,Yearly,21-06-2024,,Active,No,Debit Card,0,119.88,Partner,30-08-2024
SUB013255,C013255,Manish Anderson,manishanderson13255@outlook.com,Australia,Premium,Quarterly,15-06-2023,,Active,Yes,NetBanking,0,119.97,Mobile App,28-06-2023
SUB013102,C013102,John Malhotra,johnmalhotra13102@gmail.com,Singapore,Enterprise,Quarterly,11-03-2024,,Active,Yes,Bank Transfer,5,284.97,Mobile App,21-04-2024
SUB005235,C005235,Isha Davis,ishadavis5235@gmail.com,France,Enterprise,Yearly,05-02-2023,,Active,No,Debit Card,15,1019.9,Web,16-02-2023
SUB002497,C002497,Noah Singh,noahsingh2497@hotmail.com,Singapore,Standard,Monthly,25-10-2023,24-11-2023,Paused,No,Credit Card,5,18.99,Partner,11-01-2024
SUB007746,C007746,Kiran Bhat,kiranbhat7746@hotmail.com,Germany,Enterprise,Monthly,15-11-2022,,Active,Yes,Credit Card,0,99.99,Partner,06-02-2023
SUB001924,C001924,Arjun Khan,arjunkhan1924@outlook.com,USA,Enterprise,Yearly,27-05-2023,21-05-2024,Cancelled,No,Debit Card,15,1019.9,Sales,25-07-2023
SUB015869,C015869,Rohit Bhat,rohitbhat15869@gmail.com,Canada,Basic,Quarterly,16-06-2022,,Active,No,NetBanking,5,28.47,Mobile App,20-07-2022
SUB001779,C001779,Ethan Johnson,ethanjohnson1779@yahoo.com,India,Premium,Monthly,28-02-2024,29-03-2024,Paused,No,Debit Card,15,33.99,Sales,22-03-2024
SUB012141,C012141,Olivia Patel,oliviapatel12141@company.com,India,Standard,Quarterly,03-04-2024,,Active,Yes,Debit Card,0,59.97,Mobile App,23-06-2024
SUB009435,C009435,John Kapoor,johnkapoor9435@gmail.com,France,Standard,Quarterly,08-05-2024,,Active,Yes,Debit Card,0,59.97,Sales,01-08-2024
SUB005576,C005576,Ava Reddy,avareddy5576@hotmail.com,UK,Premium,Quarterly,18-08-2025,16-11-2025,Cancelled,No,Debit Card,20,95.98,Mobile App,30-08-2025
SUB018834,C018834,Sophia Sharma,sophiasharma18834@company.com,France,Basic,Yearly,10-02-2024,,Active,No,Debit Card,0,119.88,Mobile App,11-02-2024
SUB001132,C001132,Sophia Nair,sophianair1132@yahoo.com,Germany,Premium,Monthly,30-10-2023,29-11-2023,Cancelled,No,PayPal,15,33.99,Mobile App,31-12-2023
SUB008165,C008165,Ananya Brown,ananyabrown8165@company.com,France,Standard,Yearly,05-12-2022,30-11-2023,Expired,No,Debit Card,15,203.9,Partner,19-02-2023
SUB016604,C016604,Priya Nair,priyanair16604@hotmail.com,USA,Basic,Quarterly,23-12-2025,,Active,Yes,PayPal,5,28.47,Web,21-02-2026
SUB012068,C012068,Neha Mehta,nehamehta12068@company.com,India,Standard,Monthly,27-08-2023,,Active,Yes,PayPal,0,19.99,Partner,23-10-2023
SUB007154,C007154,Liam Joshi,liamjoshi7154@outlook.com,Canada,Basic,Yearly,20-09-2025,,Active,No,Debit Card,20,95.9,Web,18-11-2025
SUB000291,C000291,Amit Reddy,amitreddy291@outlook.com,Germany,Premium,Monthly,21-01-2022,,Active,Yes,Credit Card,0,39.99,Partner,26-01-2022
SUB010085,C010085,Meera Sharma,meerasharma10085@gmail.com,Canada,Basic,Monthly,23-05-2025,,Active,Yes,Credit Card,5,9.49,Partner,02-08-2025
SUB013662,C013662,Isha Johnson,ishajohnson13662@yahoo.com,UK,Standard,Monthly,24-05-2024,,Active,Yes,PayPal,20,15.99,Sales,21-07-2024
SUB008634,C008634,Kunal Wilson,kunalwilson8634@company.com,France,Basic,Monthly,30-06-2022,,Active,No,Debit Card,5,9.49,Partner,07-07-2022
SUB018983,C018983,Nikhil Jain,nikhiljain18983@company.com,Australia,Enterprise,Monthly,03-11-2024,,Active,No,UPI,15,84.99,Sales,13-01-2025
SUB010238,C010238,Liam Brown,liambrown10238@gmail.com,Singapore,Enterprise,Quarterly,17-11-2022,15-02-2023,Cancelled,No,Credit Card,5,284.97,Mobile App,02-02-2023
SUB006735,C006735,Kiran Davis,kirandavis6735@company.com,India,Premium,Monthly,07-09-2023,,Active,Yes,Bank Transfer,0,39.99,Sales,04-11-2023
SUB018147,C018147,Rahul Taylor,rahultaylor18147@yahoo.com,USA,Enterprise,Monthly,03-05-2025,,Active,Yes,PayPal,10,89.99,Web,23-05-2025
SUB002484,C002484,Ethan Patel,ethanpatel2484@company.com,Singapore,Enterprise,Monthly,14-01-2025,13-02-2025,Expired,No,Debit Card,5,94.99,Mobile App,06-04-2025
SUB011210,C011210,Emma Smith,emmasmith11210@gmail.com,Australia,Standard,Quarterly,25-06-2022,23-09-2022,Expired,No,UPI,0,59.97,Sales,12-09-2022
SUB013861,C013861,Isabella Gupta,isabellagupta13861@hotmail.com,UK,Standard,Monthly,17-12-2023,,Active,Yes,Credit Card,20,15.99,Sales,17-02-2024
SUB017525,C017525,Amit Joshi,amitjoshi17525@gmail.com,France,Enterprise,Yearly,20-03-2022,15-03-2023,Cancelled,No,UPI,5,1139.89,Mobile App,30-04-2022
SUB010871,C010871,Kiran Kapoor,kirankapoor10871@outlook.com,Singapore,Basic,Yearly,25-08-2023,19-08-2024,Cancelled,No,UPI,0,119.88,Web,08-09-2023
SUB006241,C006241,Olivia Gupta,oliviagupta6241@company.com,Canada,Standard,Quarterly,01-06-2022,30-08-2022,Cancelled,No,NetBanking,0,59.97,Web,27-06-2022
SUB019396,C019396,Rohit Singh,rohitsingh19396@hotmail.com,UAE,Enterprise,Monthly,08-05-2023,,Active,Yes,Bank Transfer,0,99.99,Partner,06-07-2023
SUB012942,C012942,Sophia Das,sophiadas12942@company.com,France,Enterprise,Yearly,06-06-2024,,Active,No,PayPal,0,1199.88,Web,18-08-2024
SUB007744,C007744,Priya Khan,priyakhan7744@yahoo.com,Singapore,Enterprise,Yearly,29-01-2024,,Active,No,Debit Card,0,1199.88,Web,27-04-2024
SUB013304,C013304,Ananya Jain,ananyajain13304@company.com,UK,Enterprise,Monthly,09-02-2022,11-03-2022,Paused,No,UPI,0,99.99,Sales,11-03-2022
SUB014131,C014131,Saurav Anderson,sauravanderson14131@company.com,Australia,Basic,Quarterly,11-09-2023,,Active,Yes,UPI,0,29.97,Sales,23-09-2023
SUB002401,C002401,Riya Khan,riyakhan2401@company.com,France,Standard,Yearly,15-06-2022,,Active,No,Debit Card,0,239.88,Sales,15-07-2022
SUB008513,C008513,Arjun Reddy,arjunreddy8513@outlook.com,France,Premium,Yearly,25-08-2024,20-08-2025,Paused,No,UPI,0,479.88,Mobile App,03-10-2024
SUB008868,C008868,Amit Joshi,amitjoshi8868@yahoo.com,USA,Standard,Quarterly,09-06-2024,,Active,Yes,Credit Card,0,59.97,Web,17-07-2024
SUB001484,C001484,Rohit Saxena,rohitsaxena1484@hotmail.com,UAE,Enterprise,Yearly,29-06-2023,,Active,No,PayPal,5,1139.89,Partner,09-09-2023
SUB006415,C006415,John Smith,johnsmith6415@company.com,Singapore,Standard,Quarterly,12-11-2023,,Active,Yes,Credit Card,0,59.97,Partner,22-01-2024
SUB011656,C011656,Ananya Sharma,ananyasharma11656@company.com,USA,Basic,Yearly,11-06-2022,06-06-2023,Cancelled,No,NetBanking,0,119.88,Web,20-06-2022
SUB019046,C019046,Ethan Smith,ethansmith19046@outlook.com,UAE,Standard,Quarterly,26-10-2024,,Active,Yes,NetBanking,20,47.98,Sales,17-01-2025
SUB004897,C004897,Liam Gupta,liamgupta4897@gmail.com,UK,Basic,Yearly,25-12-2024,,Active,No,NetBanking,0,119.88,Sales,01-01-2025
SUB004243,C004243,Pooja Johnson,poojajohnson4243@outlook.com,Australia,Basic,Monthly,29-07-2023,,Active,Yes,Credit Card,10,8.99,Sales,15-08-2023
SUB008118,C008118,Aditya Iyer,adityaiyer8118@company.com,France,Premium,Quarterly,20-06-2024,,Active,Yes,Debit Card,10,107.97,Mobile App,13-07-2024
SUB006592,C006592,Amit Wilson,amitwilson6592@gmail.com,UK,Enterprise,Quarterly,26-06-2023,,Active,Yes,Bank Transfer,10,269.97,Partner,09-09-2023
SUB007603,C007603,Ananya Johnson,ananyajohnson7603@outlook.com,Germany,Premium,Quarterly,25-02-2025,26-05-2025,Cancelled,No,Debit Card,0,119.97,Sales,10-04-2025
SUB009177,C009177,Divya Anderson,divyaanderson9177@outlook.com,UK,Enterprise,Quarterly,26-04-2025,,Active,No,PayPal,5,284.97,Web,21-07-2025
SUB010339,C010339,John Bose,johnbose10339@outlook.com,India,Standard,Quarterly,07-12-2025,07-03-2026,Expired,No,NetBanking,5,56.97,Sales,28-02-2026
SUB001762,C001762,Rahul Verma,rahulverma1762@gmail.com,UAE,Premium,Monthly,22-08-2022,,Active,No,UPI,0,39.99,Web,17-11-2022
SUB011079,C011079,Isabella Bose,isabellabose11079@gmail.com,USA,Basic,Quarterly,25-03-2025,,Active,Yes,PayPal,0,29.97,Partner,17-05-2025
SUB004833,C004833,Kiran Saxena,kiransaxena4833@outlook.com,India,Standard,Monthly,25-08-2023,,Active,Yes,PayPal,10,17.99,Sales,05-09-2023
SUB001572,C001572,Riya Reddy,riyareddy1572@gmail.com,Canada,Enterprise,Monthly,13-12-2025,,Active,No,Credit Card,0,99.99,Partner,17-01-2026
SUB004584,C004584,Neha Khan,nehakhan4584@hotmail.com,Australia,Standard,Monthly,16-12-2025,,Active,No,PayPal,0,19.99,Web,22-01-2026
SUB003880,C003880,Pooja Gupta,poojagupta3880@gmail.com,UK,Standard,Quarterly,12-04-2023,,Active,Yes,NetBanking,0,59.97,Mobile App,07-05-2023
SUB012958,C012958,Kunal Saxena,kunalsaxena12958@outlook.com,Canada,Enterprise,Monthly,22-08-2025,21-09-2025,Cancelled,No,NetBanking,15,84.99,Web,08-10-2025
SUB012599,C012599,Manish Malhotra,manishmalhotra12599@company.com,USA,Enterprise,Monthly,05-06-2024,,Active,Yes,NetBanking,0,99.99,Web,16-08-2024
SUB014390,C014390,Ethan Johnson,ethanjohnson14390@gmail.com,France,Enterprise,Monthly,14-04-2024,14-05-2024,Expired,No,PayPal,0,99.99,Sales,07-05-2024
SUB007122,C007122,Sophia Saxena,sophiasaxena7122@outlook.com,USA,Standard,Quarterly,24-09-2024,,Active,Yes,NetBanking,0,59.97,Partner,14-12-2024
SUB017199,C017199,Aditya Kapoor,adityakapoor17199@outlook.com,Singapore,Premium,Monthly,20-07-2022,,Active,Yes,Bank Transfer,0,39.99,Web,17-10-2022
SUB008127,C008127,Sneha Thomas,snehathomas8127@company.com,UAE,Basic,Quarterly,19-02-2022,20-05-2022,Paused,No,UPI,5,28.47,Partner,06-03-2022
SUB000515,C000515,Isha Roy,isharoy515@yahoo.com,Germany,Standard,Yearly,20-10-2025,,Active,No,Debit Card,15,203.9,Partner,27-10-2025
SUB012146,C012146,Rahul Roy,rahulroy12146@gmail.com,France,Premium,Quarterly,15-07-2024,,Active,Yes,Credit Card,20,95.98,Web,18-09-2024
SUB002196,C002196,Ava Davis,avadavis2196@outlook.com,Germany,Premium,Quarterly,12-02-2022,13-05-2022,Cancelled,No,PayPal,0,119.97,Mobile App,18-03-2022
SUB008107,C008107,Ava Chopra,avachopra8107@company.com,Canada,Enterprise,Quarterly,28-02-2022,,Active,Yes,NetBanking,0,299.97,Web,30-03-2022
SUB006150,C006150,Olivia Davis,oliviadavis6150@gmail.com,Singapore,Basic,Monthly,24-04-2022,,Active,Yes,NetBanking,0,9.99,Partner,16-07-2022
SUB014286,C014286,Sneha Nair,snehanair14286@hotmail.com,France,Premium,Yearly,27-01-2022,22-01-2023,Expired,No,UPI,0,479.88,Web,29-01-2022
SUB010672,C010672,Isha Moore,ishamoore10672@gmail.com,Australia,Premium,Monthly,14-03-2024,13-04-2024,Cancelled,No,Credit Card,20,31.99,Sales,27-03-2024
SUB019438,C019438,Kiran Davis,kirandavis19438@company.com,Canada,Premium,Monthly,04-10-2024,,Active,Yes,Bank Transfer,5,37.99,Partner,09-12-2024
SUB017142,C017142,Rahul Sharma,rahulsharma17142@hotmail.com,Australia,Basic,Yearly,05-05-2023,,Active,No,PayPal,0,119.88,Partner,17-07-2023
SUB015448,C015448,Ava Gupta,avagupta15448@outlook.com,France,Enterprise,Monthly,15-02-2024,,Active,Yes,PayPal,5,94.99,Sales,25-04-2024
SUB013833,C013833,Emma Kapoor,emmakapoor13833@outlook.com,Australia,Standard,Monthly,13-03-2022,,Active,Yes,Bank Transfer,10,17.99,Web,28-05-2022
SUB000537,C000537,Kiran Gupta,kirangupta537@yahoo.com,India,Enterprise,Yearly,06-02-2024,,Active,No,Debit Card,0,1199.88,Sales,12-03-2024
SUB001379,C001379,Rohit Wilson,rohitwilson1379@gmail.com,Singapore,Basic,Monthly,05-07-2022,,Active,Yes,NetBanking,20,7.99,Partner,19-07-2022
SUB015106,C015106,Mason Jackson,masonjackson15106@outlook.com,France,Premium,Monthly,24-11-2022,24-12-2022,Expired,No,Credit Card,0,39.99,Mobile App,01-02-2023
SUB002201,C002201,Priya Kapoor,priyakapoor2201@yahoo.com,France,Basic,Yearly,01-04-2022,,Active,No,PayPal,10,107.89,Mobile App,09-04-2022
SUB002656,C002656,Ava Moore,avamoore2656@company.com,Canada,Premium,Quarterly,27-11-2022,,Active,Yes,Debit Card,0,119.97,Sales,23-01-2023
SUB018562,C018562,Isha Sharma,ishasharma18562@gmail.com,Canada,Standard,Yearly,10-05-2025,,Active,No,Credit Card,0,239.88,Web,17-06-2025
SUB018032,C018032,Emma Joshi,emmajoshi18032@hotmail.com,Singapore,Enterprise,Monthly,04-03-2023,03-04-2023,Cancelled,No,UPI,0,99.99,Web,20-03-2023
SUB006979,C006979,Vikram Reddy,vikramreddy6979@yahoo.com,France,Premium,Yearly,21-07-2023,,Active,No,UPI,0,479.88,Sales,12-09-2023
SUB014989,C014989,Emma Roy,emmaroy14989@outlook.com,Germany,Premium,Yearly,09-01-2022,,Active,No,UPI,20,383.9,Web,25-01-2022
SUB019829,C019829,Vikram Bhat,vikrambhat19829@hotmail.com,Singapore,Standard,Yearly,22-03-2022,17-03-2023,Cancelled,No,NetBanking,0,239.88,Mobile App,10-06-2022
SUB004500,C004500,Aditya Joshi,adityajoshi4500@yahoo.com,France,Basic,Yearly,31-03-2025,,Active,No,PayPal,20,95.9,Mobile App,15-06-2025
SUB002815,C002815,Arjun Nair,arjunnair2815@company.com,Australia,Enterprise,Yearly,28-01-2025,,Active,No,Bank Transfer,0,1199.88,Mobile App,26-03-2025
SUB001601,C001601,Amit Das,amitdas1601@company.com,India,Basic,Quarterly,08-03-2024,,Active,Yes,Debit Card,5,28.47,Partner,16-05-2024
SUB014732,C014732,Kunal Joshi,kunaljoshi14732@outlook.com,Germany,Enterprise,Yearly,26-08-2022,21-08-2023,Expired,No,PayPal,0,1199.88,Sales,09-11-2022
SUB017879,C017879,Rahul Khan,rahulkhan17879@hotmail.com,UK,Standard,Yearly,14-08-2024,09-08-2025,Paused,No,NetBanking,0,239.88,Partner,14-10-2024
SUB003320,C003320,Noah Chopra,noahchopra3320@company.com,UAE,Enterprise,Monthly,14-01-2024,,Active,No,Debit Card,5,94.99,Mobile App,05-03-2024
SUB015771,C015771,Kiran Nair,kirannair15771@yahoo.com,France,Basic,Monthly,07-09-2025,07-10-2025,Paused,No,PayPal,5,9.49,Mobile App,09-09-2025
SUB002647,C002647,Emma Thomas,emmathomas2647@outlook.com,USA,Premium,Yearly,17-08-2022,,Active,No,Bank Transfer,15,407.9,Sales,10-11-2022
SUB006629,C006629,Vikram Kapoor,vikramkapoor6629@hotmail.com,Singapore,Enterprise,Monthly,26-10-2022,25-11-2022,Expired,No,NetBanking,0,99.99,Partner,04-12-2022
SUB007653,C007653,Rohit Mehta,rohitmehta7653@gmail.com,UK,Standard,Yearly,09-06-2023,,Active,No,PayPal,5,227.89,Mobile App,22-06-2023
SUB006946,C006946,Emma Malhotra,emmamalhotra6946@gmail.com,France,Basic,Quarterly,05-09-2024,04-12-2024,Cancelled,No,NetBanking,0,29.97,Mobile App,12-10-2024
SUB009191,C009191,Ananya Mehta,ananyamehta9191@gmail.com,Canada,Basic,Monthly,22-06-2024,,Active,Yes,NetBanking,5,9.49,Web,30-06-2024
SUB007042,C007042,Meera Bose,meerabose7042@outlook.com,Singapore,Basic,Yearly,12-10-2023,,Active,No,PayPal,10,107.89,Web,07-12-2023
SUB006600,C006600,Olivia Das,oliviadas6600@outlook.com,India,Basic,Yearly,05-09-2023,,Active,No,Credit Card,0,119.88,Sales,12-11-2023
SUB019539,C019539,Vikram Chopra,vikramchopra19539@gmail.com,Canada,Premium,Quarterly,23-04-2024,,Active,Yes,NetBanking,5,113.97,Web,17-06-2024
SUB013792,C013792,John Patel,johnpatel13792@company.com,Canada,Enterprise,Monthly,01-03-2022,,Active,Yes,NetBanking,10,89.99,Mobile App,27-04-2022
SUB002280,C002280,Priya Thomas,priyathomas2280@hotmail.com,Germany,Enterprise,Monthly,16-08-2025,,Active,Yes,Debit Card,0,99.99,Sales,14-10-2025
SUB012095,C012095,Nikhil Iyer,nikhiliyer12095@hotmail.com,India,Basic,Monthly,13-10-2022,,Active,Yes,Bank Transfer,0,9.99,Sales,19-11-2022
SUB002295,C002295,Noah Singh,noahsingh2295@yahoo.com,UAE,Enterprise,Monthly,30-07-2025,,Active,Yes,UPI,15,84.99,Mobile App,06-09-2025
SUB000007,C000007,Sophia Joshi,sophiajoshi7@gmail.com,Singapore,Premium,Yearly,21-06-2025,16-06-2026,Expired,No,Credit Card,10,431.89,Partner,14-09-2025
SUB019783,C019783,Divya Malhotra,divyamalhotra19783@company.com,France,Basic,Quarterly,20-08-2025,,Active,No,Bank Transfer,0,29.97,Partner,08-09-2025
SUB015546,C015546,Divya Thomas,divyathomas15546@hotmail.com,Canada,Enterprise,Yearly,14-02-2024,,Active,No,PayPal,0,1199.88,Web,26-03-2024
SUB010416,C010416,Divya Bose,divyabose10416@hotmail.com,India,Standard,Yearly,02-12-2023,,Active,No,Debit Card,0,239.88,Web,09-12-2023
SUB016520,C016520,Aditya Taylor,adityataylor16520@yahoo.com,UK,Enterprise,Yearly,14-03-2023,,Active,No,NetBanking,0,1199.88,Mobile App,09-04-2023
SUB007044,C007044,Mason Das,masondas7044@hotmail.com,UAE,Standard,Monthly,07-01-2022,,Active,Yes,NetBanking,0,19.99,Sales,22-02-2022
SUB003454,C003454,Liam Brown,liambrown3454@company.com,Singapore,Premium,Quarterly,21-04-2025,,Active,Yes,PayPal,0,119.97,Partner,21-04-2025
SUB013580,C013580,Sneha Das,snehadas13580@outlook.com,India,Standard,Quarterly,14-11-2023,,Active,Yes,Credit Card,0,59.97,Mobile App,02-02-2024
SUB004126,C004126,Kiran Gupta,kirangupta4126@yahoo.com,France,Enterprise,Yearly,19-11-2025,,Active,No,Credit Card,0,1199.88,Sales,06-01-2026
SUB006479,C006479,Saurav Davis,sauravdavis6479@gmail.com,Germany,Premium,Yearly,16-02-2023,,Active,No,Credit Card,5,455.89,Mobile App,23-02-2023
SUB008037,C008037,Manish Davis,manishdavis8037@hotmail.com,Australia,Standard,Monthly,19-09-2022,,Active,Yes,Bank Transfer,5,18.99,Sales,01-10-2022
SUB019726,C019726,Mason Johnson,masonjohnson19726@yahoo.com,Germany,Basic,Yearly,28-07-2023,,Active,No,UPI,0,119.88,Sales,17-09-2023
SUB017893,C017893,Ethan Khan,ethankhan17893@hotmail.com,Canada,Enterprise,Quarterly,31-08-2024,,Active,Yes,Debit Card,5,284.97,Web,11-11-2024
SUB019754,C019754,Emma Reddy,emmareddy19754@company.com,France,Basic,Yearly,08-04-2024,03-04-2025,Cancelled,No,Bank Transfer,0,119.88,Sales,10-05-2024
SUB008001,C008001,Pooja Kapoor,poojakapoor8001@company.com,Germany,Enterprise,Quarterly,01-12-2023,,Active,Yes,NetBanking,0,299.97,Partner,16-01-2024
SUB008501,C008501,Pooja Jain,poojajain8501@company.com,Australia,Premium,Quarterly,01-09-2023,,Active,Yes,Credit Card,5,113.97,Mobile App,27-09-2023
SUB013506,C013506,Sneha Sharma,snehasharma13506@gmail.com,UAE,Enterprise,Yearly,21-06-2025,,Active,No,Credit Card,5,1139.89,Web,02-09-2025
SUB012489,C012489,Riya Chopra,riyachopra12489@yahoo.com,Australia,Premium,Yearly,27-11-2023,,Active,No,UPI,0,479.88,Web,05-02-2024
SUB006921,C006921,Liam Johnson,liamjohnson6921@outlook.com,India,Premium,Monthly,26-01-2022,,Active,Yes,PayPal,0,39.99,Web,22-04-2022
SUB005814,C005814,Manish Malhotra,manishmalhotra5814@outlook.com,India,Standard,Quarterly,22-06-2022,20-09-2022,Paused,No,PayPal,5,56.97,Sales,19-09-2022
SUB001868,C001868,Priya Khan,priyakhan1868@gmail.com,Australia,Standard,Monthly,22-04-2023,,Active,Yes,UPI,0,19.99,Web,26-06-2023
SUB006929,C006929,Meera Khan,meerakhan6929@company.com,UAE,Basic,Yearly,19-02-2025,14-02-2026,Cancelled,No,Debit Card,0,119.88,Sales,11-05-2025
SUB005799,C005799,Riya Wilson,riyawilson5799@yahoo.com,UK,Enterprise,Monthly,11-10-2023,10-11-2023,Paused,No,NetBanking,10,89.99,Sales,30-12-2023
SUB014350,C014350,Kunal Moore,kunalmoore14350@company.com,USA,Standard,Quarterly,02-10-2024,,Active,Yes,Credit Card,5,56.97,Web,13-12-2024
SUB003445,C003445,John Sharma,johnsharma3445@hotmail.com,Canada,Basic,Yearly,14-05-2024,,Active,No,PayPal,5,113.89,Sales,03-06-2024
SUB012834,C012834,Arjun Anderson,arjunanderson12834@outlook.com,Germany,Premium,Quarterly,19-07-2022,17-10-2022,Cancelled,No,PayPal,0,119.97,Mobile App,22-09-2022
SUB019353,C019353,Divya Thomas,divyathomas19353@hotmail.com,UAE,Enterprise,Quarterly,12-03-2024,10-06-2024,Cancelled,No,Credit Card,0,299.97,Mobile App,29-03-2024
SUB007830,C007830,Ava Singh,avasingh7830@company.com,USA,Enterprise,Monthly,08-11-2025,,Active,No,PayPal,0,99.99,Mobile App,23-01-2026
SUB003337,C003337,Rahul Davis,rahuldavis3337@hotmail.com,Singapore,Enterprise,Yearly,29-03-2024,,Active,No,NetBanking,0,1199.88,Partner,03-04-2024
SUB018881,C018881,Manish Joshi,manishjoshi18881@gmail.com,Australia,Basic,Yearly,05-06-2025,31-05-2026,Cancelled,No,NetBanking,0,119.88,Web,27-06-2025
SUB001836,C001836,Rahul Smith,rahulsmith1836@hotmail.com,UAE,Premium,Yearly,18-02-2024,,Active,No,Debit Card,5,455.89,Mobile App,27-03-2024
SUB008765,C008765,Pooja Wilson,poojawilson8765@company.com,UK,Enterprise,Quarterly,16-05-2024,,Active,Yes,UPI,0,299.97,Web,10-06-2024
SUB004100,C004100,John Reddy,johnreddy4100@hotmail.com,Germany,Premium,Monthly,30-04-2023,,Active,Yes,Bank Transfer,5,37.99,Mobile App,04-06-2023
SUB017015,C017015,Isabella Brown,isabellabrown17015@gmail.com,Singapore,Enterprise,Quarterly,15-10-2025,13-01-2026,Paused,No,Credit Card,0,299.97,Mobile App,26-12-2025
SUB006639,C006639,Manish Das,manishdas6639@outlook.com,UAE,Standard,Quarterly,03-10-2025,01-01-2026,Cancelled,No,UPI,0,59.97,Mobile App,02-11-2025
SUB011212,C011212,Nikhil Jain,nikhiljain11212@company.com,USA,Premium,Quarterly,02-10-2022,,Active,Yes,PayPal,0,119.97,Web,28-10-2022
SUB013507,C013507,Rahul Das,rahuldas13507@outlook.com,Singapore,Basic,Monthly,15-04-2025,15-05-2025,Cancelled,No,Bank Transfer,0,9.99,Web,24-05-2025
SUB007101,C007101,Isabella Johnson,isabellajohnson7101@yahoo.com,UK,Premium,Quarterly,14-02-2025,,Active,Yes,Bank Transfer,5,113.97,Partner,11-05-2025
SUB015059,C015059,Sophia Malhotra,sophiamalhotra15059@yahoo.com,India,Standard,Quarterly,04-12-2024,,Active,Yes,PayPal,20,47.98,Partner,21-12-2024
SUB019535,C019535,Mason Kapoor,masonkapoor19535@hotmail.com,Germany,Standard,Yearly,14-12-2025,,Active,No,Debit Card,0,239.88,Mobile App,10-03-2026
SUB001761,C001761,Emma Khan,emmakhan1761@company.com,France,Standard,Yearly,30-11-2023,,Active,No,PayPal,0,239.88,Partner,28-01-2024
SUB016416,C016416,Manish Sharma,manishsharma16416@hotmail.com,India,Premium,Quarterly,13-01-2022,,Active,Yes,PayPal,0,119.97,Mobile App,21-03-2022
SUB004068,C004068,Divya Malhotra,divyamalhotra4068@hotmail.com,Singapore,Standard,Quarterly,29-01-2025,29-04-2025,Paused,No,Bank Transfer,15,50.97,Sales,01-04-2025
SUB008907,C008907,Riya Reddy,riyareddy8907@company.com,Singapore,Enterprise,Quarterly,04-08-2022,,Active,Yes,UPI,0,299.97,Sales,08-09-2022
SUB002643,C002643,Mason Joshi,masonjoshi2643@outlook.com,Canada,Basic,Quarterly,12-06-2023,10-09-2023,Cancelled,No,Credit Card,0,29.97,Partner,16-07-2023
SUB001466,C001466,Divya Mehta,divyamehta1466@yahoo.com,Singapore,Premium,Yearly,30-12-2022,,Active,No,Debit Card,5,455.89,Sales,16-01-2023
SUB000252,C000252,Sophia Brown,sophiabrown252@company.com,France,Enterprise,Quarterly,22-10-2023,,Active,Yes,Credit Card,0,299.97,Partner,22-10-2023
SUB001099,C001099,Pooja Singh,poojasingh1099@outlook.com,UK,Enterprise,Yearly,27-05-2024,22-05-2025,Cancelled,No,UPI,0,1199.88,Partner,05-08-2024
SUB000602,C000602,Meera Thomas,meerathomas602@hotmail.com,France,Premium,Quarterly,11-07-2025,,Active,Yes,Debit Card,0,119.97,Sales,14-09-2025
SUB011873,C011873,Nikhil Jackson,nikhiljackson11873@company.com,France,Standard,Monthly,03-01-2022,,Active,Yes,NetBanking,20,15.99,Web,03-01-2022
SUB004639,C004639,Divya Jain,divyajain4639@outlook.com,USA,Standard,Quarterly,17-03-2025,,Active,No,UPI,10,53.97,Partner,27-03-2025
SUB007326,C007326,Neha Davis,nehadavis7326@outlook.com,Australia,Premium,Monthly,09-06-2025,,Active,Yes,Debit Card,0,39.99,Sales,07-08-2025
SUB008805,C008805,Aditya Das,adityadas8805@yahoo.com,USA,Standard,Quarterly,07-11-2025,05-02-2026,Paused,No,UPI,5,56.97,Sales,23-01-2026
SUB004107,C004107,Emma Das,emmadas4107@gmail.com,Germany,Premium,Yearly,28-01-2025,,Active,No,Credit Card,15,407.9,Sales,19-04-2025
SUB001564,C001564,Ananya Sharma,ananyasharma1564@yahoo.com,UK,Basic,Quarterly,15-06-2024,,Active,Yes,Bank Transfer,5,28.47,Partner,18-07-2024
SUB010528,C010528,Divya Davis,divyadavis10528@company.com,Canada,Basic,Monthly,10-05-2023,09-06-2023,Expired,No,UPI,0,9.99,Mobile App,06-07-2023
SUB005222,C005222,Kiran Patel,kiranpatel5222@hotmail.com,Germany,Enterprise,Yearly,25-03-2022,20-03-2023,Cancelled,No,PayPal,20,959.9,Web,08-06-2022
SUB004728,C004728,Ethan Das,ethandas4728@gmail.com,France,Standard,Yearly,03-11-2022,,Active,No,NetBanking,10,215.89,Web,13-11-2022
